depth,table,price,x,y,z,df_original,id,cut_int,color_int,clarity_int,raw_density,carat_sqr
63.5,55.0,,4.35,4.31,2.75,0,6006.0,3,7,3,3.7239342783786347,0.01048576
61.0,57.0,,5.19,5.21,3.17,0,6007.0,5,6,4,3.639906690991976,0.07311616000000001
61.9,55.0,,4.51,4.53,2.8,0,6008.0,5,6,3,3.5661318168182983,0.013363360000000005
61.6,55.0,,4.34,4.38,2.69,0,6009.0,5,3,4,3.63744825729854,0.009235209999999999
62.1,59.0,,8.08,7.98,4.99,0,6010.0,4,1,4,3.7669323609625263,16.64966416
62.4,57.0,,7.07,6.96,4.38,0,6011.0,4,3,3,3.7303818107028333,3.224179360000001
62.0,58.0,,5.09,5.07,3.15,0,6012.0,4,6,4,3.6904978721511896,0.0625
59.8,60.0,,4.38,4.42,2.63,0,6013.0,5,6,7,3.653093734378605,0.009235209999999999
63.4,55.0,,6.41,6.34,4.04,0,6014.0,3,4,6,3.690999374990773,1.04060401
62.6,59.0,,6.71,6.75,4.21,0,6015.0,3,7,3,3.775931504602507,2.0736
62.6,54.0,,4.38,4.4,2.75,0,6016.0,5,3,8,3.622778218045964,0.01048576
61.8,57.0,,5.34,5.31,3.29,0,6017.0,4,5,3,3.666016624034753,0.10556000999999997
59.0,60.0,,4.78,4.75,2.81,0,6018.0,4,4,8,3.6676512377147406,0.023134410000000005
62.3,55.0,,4.45,4.48,2.78,0,6019.0,5,7,4,3.6808434472325824,0.013363360000000005
61.0,56.0,,5.29,5.26,3.22,0,6020.0,5,7,4,3.5491947636028702,0.07890481000000002
63.3,56.0,,4.56,4.51,2.87,0,6021.0,3,2,5,3.6595734645141325,0.016796159999999997
61.3,59.0,,6.39,6.35,3.9,0,6022.0,4,5,4,3.7915087266312733,1.0
61.4,56.0,,4.42,4.47,2.73,0,6023.0,5,4,5,3.5596622192024427,0.01048576
63.7,59.0,,5.59,5.65,3.58,0,6024.0,3,7,3,3.7145482848382834,0.24009999999999995
62.4,61.0,,5.6,5.75,3.54,0,6025.0,3,2,6,3.6845983787767134,0.24009999999999995
62.8,55.0,,6.6,6.62,4.15,0,6026.0,3,6,2,3.673027733013901,1.5180704100000004
62.8,56.0,,5.8,5.76,3.63,0,6027.0,4,3,4,3.7106963047401926,0.31640625
62.4,55.0,,5.83,5.8,3.63,0,6028.0,5,7,4,3.666142489760465,0.31640625
63.7,56.0,,5.32,5.35,3.4,0,6029.0,2,7,3,3.658128278364962,0.12117360999999997
62.9,59.0,,5.67,5.59,3.54,0,6030.0,4,6,2,3.7432700683259075,0.24009999999999995
61.8,55.0,,5.19,5.23,3.22,0,6031.0,5,7,4,3.5696832022859146,0.07311616000000001
62.9,59.0,,5.09,5.06,3.19,0,6032.0,4,6,4,3.6514240565992155,0.0625
63.4,56.0,,4.31,4.34,2.74,0,6033.0,2,6,3,3.746137088794142,0.01048576
61.4,64.0,,4.65,4.7,2.87,0,6034.0,2,4,6,3.8262957391805514,0.025600000000000005
63.1,59.0,,6.34,6.31,3.99,0,6035.0,3,6,7,3.7964799564088927,1.04060401
59.8,58.0,,5.93,5.88,3.53,0,6036.0,4,2,2,3.6072500265912826,0.29986576
62.0,57.0,,6.98,6.92,4.31,0,6037.0,5,1,5,3.7179382585530734,2.7692288100000004
61.9,57.0,,4.3,4.32,2.67,0,6038.0,5,5,7,3.6291844496704697,0.0081
62.6,58.0,,7.7,7.66,4.81,0,6039.0,3,3,3,3.7221969336851846,9.59512576
60.5,58.0,,6.91,6.97,4.2,0,6040.0,3,5,3,3.618686541363219,2.2153345599999996
58.7,58.0,,6.55,6.51,3.83,0,6041.0,4,1,3,3.6739241670823564,1.0
61.4,56.0,,4.87,4.9,3.0,0,6042.0,5,5,5,3.6039056279596027,0.03418801
61.7,53.0,,5.2,5.18,3.2,0,6043.0,5,6,4,3.550081675081675,0.06765201
61.5,56.0,,4.43,4.45,2.73,0,6044.0,5,6,6,3.5675892322352865,0.01048576
60.8,60.0,,4.42,4.37,2.67,0,6045.0,4,2,4,3.606599984898817,0.009235209999999999
63.3,57.0,,6.1,6.16,3.88,0,6046.0,3,5,3,3.703833769745549,0.6561
60.7,58.0,,4.86,4.8,2.93,0,6047.0,4,6,7,3.5990674026320595,0.028257609999999992
62.2,54.0,,6.8,6.86,4.25,0,6048.0,5,3,3,3.661968989276382,2.14358881
61.3,60.0,,4.6,4.63,2.83,0,6049.0,4,4,4,3.6832204752548967,0.01874161
58.7,59.0,,7.51,7.45,4.39,0,6050.0,4,4,2,3.7375064533565614,5.47981281
63.5,58.0,,6.39,6.34,4.04,0,6051.0,3,4,2,3.702551798699664,1.04060401
61.8,54.0,,5.91,5.94,3.66,0,6052.0,5,4,4,3.595729095715227,0.35153041
61.1,60.0,,4.46,4.51,2.74,0,6053.0,3,5,5,3.7014186085990053,0.013363360000000005
62.4,57.0,,6.38,6.41,3.99,0,6054.0,3,4,5,3.6770509404296785,1.0
61.6,55.0,,4.4,4.43,2.72,0,6055.0,5,3,7,3.6213952028584875,0.01048576
63.0,58.0,,6.15,6.07,3.85,0,6056.0,4,2,4,3.798989614877428,0.6857496100000001
61.7,55.5,,5.17,5.19,3.19,0,6057.0,3,1,7,3.6450711505621527,0.07311616000000001
63.1,59.0,,6.3,6.37,4.0,0,6058.0,3,5,3,3.7751364281976527,1.04060401
62.6,56.0,,6.55,6.48,4.08,0,6059.0,5,2,3,3.6033638787717517,1.1698585600000002
62.3,59.0,,6.13,6.17,3.83,0,6060.0,3,3,4,3.7277720460214447,0.6561
61.0,57.0,,6.52,6.46,3.96,0,6061.0,5,5,6,3.6332670855643756,1.04060401
63.4,68.0,,4.88,4.8,3.07,0,6062.0,1,4,3,3.8380413306989922,0.044774560000000005
61.5,58.0,,6.43,6.4,3.95,0,6063.0,4,6,2,3.728074492588145,1.04060401
61.5,56.0,,4.34,4.28,2.65,0,6064.0,5,4,5,3.6567320029871446,0.0081
60.3,60.0,,6.62,6.67,4.01,0,6065.0,3,4,3,3.7613697991621686,1.5180704100000004
61.7,58.0,,6.47,6.5,4.0,0,6066.0,3,5,4,3.6380929734871006,1.08243216
63.4,58.0,,4.71,4.66,2.97,0,6067.0,3,4,3,3.6816963636897486,0.025600000000000005
63.4,58.0,,4.61,4.64,2.93,0,6068.0,2,1,5,3.8293469406198497,0.025600000000000005
61.8,58.0,,5.66,5.73,3.52,0,6069.0,3,3,4,3.6790490141830485,0.24009999999999995
62.8,58.0,,6.48,6.44,4.06,0,6070.0,4,4,4,3.718378905785203,1.2155062500000002
63.6,54.0,,4.28,4.33,2.74,0,6071.0,2,5,4,3.6629476850722034,0.009235209999999999
59.8,57.0,,5.84,5.89,3.51,0,6072.0,3,6,4,3.578067163898733,0.26873855999999996
59.5,62.0,,5.09,5.22,3.06,0,6073.0,2,5,5,3.6160765746279244,0.05764800999999999
62.9,56.0,,8.05,7.9,5.02,0,6074.0,5,5,2,3.7776404406746,16.322408009999993
63.3,56.0,,5.05,5.09,3.21,0,6075.0,2,6,2,3.635859243526762,0.0625
62.2,56.0,,4.71,4.74,2.94,0,6076.0,5,5,7,3.6564922940339026,0.025600000000000005
62.3,54.0,,4.45,4.38,2.75,0,6077.0,4,4,6,3.5820728448094923,0.01048576
61.5,59.0,,5.7,5.74,3.52,0,6078.0,3,6,2,3.646866612206791,0.24009999999999995
58.7,59.0,,6.34,6.3,3.71,0,6079.0,4,5,4,3.6440979582119146,0.6561
60.8,55.0,,4.79,4.82,2.92,0,6080.0,5,3,6,3.5599659050198724,0.025600000000000005
62.9,58.0,,7.87,7.81,4.93,0,6081.0,4,4,2,3.7423152472176593,12.759898409999998
62.3,59.0,,6.42,6.46,4.01,0,6082.0,4,5,1,3.716007282219786,1.1255088100000001
61.8,56.0,,5.69,5.71,3.52,0,6083.0,5,5,2,3.6724699619937833,0.24009999999999995
60.3,64.0,,6.49,6.52,3.92,0,6084.0,2,3,3,3.6533751012575717,1.04060401
62.3,59.0,,8.02,8.06,5.01,0,6085.0,5,2,5,3.7424454939677894,16.64966416
61.4,55.0,,5.78,5.8,3.56,0,6086.0,5,6,2,3.6197444996641672,0.26873855999999996
62.2,57.0,,6.43,6.4,3.99,0,6087.0,4,5,4,3.6541587249617047,1.0
62.6,55.0,,6.14,6.19,3.86,0,6088.0,3,3,5,3.680844196981441,0.6561
62.6,59.0,,5.02,5.05,3.15,0,6089.0,3,6,6,3.756778637453957,0.0625
61.2,59.0,,6.2,6.26,3.81,0,6090.0,3,5,4,3.6517644920273877,0.6561
61.2,56.0,,6.01,5.98,3.67,0,6091.0,5,5,5,3.639146315107342,0.4096000000000001
61.5,57.0,,4.0,4.03,2.47,0,6092.0,5,3,6,3.616600194894565,0.0033177599999999995
61.2,60.0,,6.03,5.99,3.68,0,6093.0,4,2,8,3.7014607589186244,0.4521217599999999
61.1,60.0,,4.51,4.53,2.76,0,6094.0,4,4,4,3.6178148866272593,0.013363360000000005
63.2,57.0,,5.15,5.2,3.27,0,6095.0,3,6,3,3.699871874807299,0.08503056000000002
60.5,63.0,,4.33,4.37,2.63,0,6096.0,3,3,4,3.7375573250366534,0.009235209999999999
61.1,56.0,,4.41,4.39,2.69,0,6097.0,5,7,2,3.6867682521095086,0.01048576
61.5,58.0,,4.83,4.8,2.96,0,6098.0,4,5,3,3.672150411280846,0.031116959999999996
63.0,60.0,,4.63,4.61,2.91,0,6099.0,4,7,7,3.7673932213293777,0.023134410000000005
62.3,55.0,,4.31,4.29,2.68,0,6100.0,5,4,7,3.632479305159985,0.0081
62.0,55.0,,4.48,4.46,2.77,0,6101.0,5,4,4,3.6858488842429526,0.013363360000000005
61.0,55.0,,4.76,4.81,2.92,0,6102.0,5,4,3,3.5898504875136634,0.025600000000000005
61.4,58.0,,5.17,5.14,3.16,0,6103.0,4,4,3,3.6440194115246856,0.06765201
56.7,61.0,,6.68,6.7,3.79,0,6104.0,2,6,2,3.5725815332671016,1.04060401
62.1,55.0,,5.35,5.38,3.33,0,6105.0,3,3,3,3.6307717925339436,0.11316495999999997
63.1,57.0,,5.87,5.92,3.72,0,6106.0,3,3,4,3.7131157645528154,0.4096000000000001
64.2,55.0,,5.01,5.08,3.24,0,6107.0,2,7,5,3.6381014582092743,0.0625
60.4,58.0,,4.79,4.85,2.91,0,6108.0,4,3,7,3.6388559703087107,0.028257609999999992
61.0,56.0,,4.78,4.83,2.93,0,6109.0,5,7,2,3.636574251262623,0.028257609999999992
61.9,58.0,,6.47,6.55,4.03,0,6110.0,3,2,4,3.653709066564871,1.1698585600000002
62.3,59.0,,4.81,4.91,3.03,0,6111.0,4,6,4,3.6892214908387206,0.03748096
61.8,57.0,,5.27,5.34,3.28,0,6112.0,5,6,4,3.575100245810894,0.09150625000000003
62.3,56.0,,6.91,6.86,4.29,0,6113.0,5,2,1,3.7471020075349784,2.6014464100000003
61.8,55.0,,5.26,5.29,3.26,0,6114.0,5,6,2,3.6379349035424724,0.09150625000000003
60.4,61.0,,7.35,7.39,4.45,0,6115.0,3,2,3,3.7234945368577868,5.0625
60.0,57.0,,5.94,5.89,3.55,0,6116.0,4,6,5,3.5748092851323436,0.29986576
59.6,60.0,,7.42,7.45,4.43,0,6117.0,3,4,3,3.6996811209723455,5.19885601
61.7,55.0,,6.19,6.16,3.81,0,6118.0,5,5,3,3.717041611537433,0.6561
62.5,59.0,,6.44,6.33,3.99,0,6119.0,4,3,3,3.7257194677842937,1.04060401
60.4,59.0,,7.48,7.38,4.49,0,6120.0,4,4,7,3.679514660396774,5.33794816
62.6,57.0,,6.91,6.95,4.34,0,6121.0,3,3,4,3.6559680343649483,2.6014464100000003
61.2,58.0,,5.72,5.78,3.52,0,6122.0,5,5,2,3.712079050235703,0.26873855999999996
62.2,55.0,,5.3,5.34,3.31,0,6123.0,5,6,4,3.650740684046327,0.10556000999999997
60.4,56.0,,6.88,6.92,4.17,0,6124.0,3,4,6,3.6568406250936882,2.14358881
62.9,62.0,,7.21,7.31,4.57,0,6125.0,3,6,3,3.76148518746854,5.19885601
62.0,57.0,,6.47,6.44,4.0,0,6126.0,5,6,3,3.70798813443797,1.1255088100000001
61.9,55.0,,4.43,4.46,2.75,0,6127.0,5,4,7,3.533702224852049,0.01048576
62.1,54.0,,5.7,5.76,3.56,0,6128.0,5,3,7,3.6447039884355075,0.25411680999999997
62.3,58.0,,6.33,6.38,3.96,0,6129.0,3,6,1,3.7517308610327382,1.0
63.8,59.0,,7.22,7.18,4.59,0,6130.0,2,5,2,3.807622375848438,5.19885601
61.7,55.0,,4.57,4.63,2.84,0,6131.0,5,6,4,3.5944977824278443,0.016796159999999997
62.4,57.0,,4.24,4.29,2.66,0,6132.0,3,6,4,3.7202122604307304,0.0081
62.1,58.0,,5.1,5.07,3.16,0,6133.0,4,7,3,3.671605710668658,0.0625
61.7,56.0,,5.31,5.33,3.28,0,6134.0,5,7,5,3.68409255371213,0.10556000999999997
62.2,56.0,,4.45,4.49,2.78,0,6135.0,5,6,7,3.6726455776396376,0.013363360000000005
61.5,55.0,,5.98,5.95,3.67,0,6136.0,5,5,7,3.629895544012216,0.3895008100000001
63.5,58.0,,6.15,6.04,3.87,0,6137.0,3,4,3,3.7981282323219046,0.6857496100000001
62.8,58.0,,5.34,5.3,3.34,0,6138.0,4,2,7,3.744895200059918,0.12117360999999997
63.9,55.0,,4.27,4.3,2.74,0,6139.0,2,5,5,3.6971413146795995,0.009235209999999999
62.2,60.0,,6.19,6.15,3.84,0,6140.0,4,6,2,3.69399897553095,0.6561
63.1,58.0,,6.11,6.15,3.87,0,6141.0,2,6,4,3.71335498838184,0.6561
62.0,56.0,,6.68,6.64,4.13,0,6142.0,5,4,6,3.602876221942766,1.4641000000000004
61.4,57.0,,5.18,5.15,3.17,0,6143.0,5,6,3,3.689422083958239,0.07311616000000001
61.2,59.0,,6.38,6.42,3.92,0,6144.0,4,3,2,3.7368827940164433,1.0
63.7,54.0,,4.55,4.52,2.89,0,6145.0,2,6,2,3.63417701201331,0.016796159999999997
61.7,56.0,,5.3,5.37,3.29,0,6146.0,5,7,4,3.652414454205931,0.10556000999999997
61.8,55.0,,5.75,5.7,3.54,0,6147.0,5,3,2,3.671669963412584,0.25411680999999997
60.0,60.0,,6.57,6.49,3.92,0,6148.0,3,6,2,3.625571637777681,1.04060401
62.2,54.0,,4.18,4.21,2.61,0,6149.0,5,3,5,3.657719492888545,0.006146560000000002
61.8,55.0,,4.54,4.56,2.81,0,6150.0,5,4,8,3.609875960536424,0.015006249999999997
63.5,58.0,,4.27,4.24,2.7,0,6151.0,3,1,5,3.682264740105755,0.0081
61.7,58.0,,4.3,4.32,2.66,0,6152.0,5,5,8,3.64282800023314,0.0081
61.9,56.0,,6.5,6.53,4.03,0,6153.0,5,7,2,3.683061454218815,1.2155062500000002
61.9,55.0,,4.52,4.53,2.8,0,6154.0,5,4,5,3.6628963253824063,0.015006249999999997
63.1,61.0,,6.66,6.58,4.18,0,6155.0,3,1,3,3.9305750391976595,2.0736
62.3,57.0,,4.77,4.74,2.96,0,6156.0,5,6,5,3.6757560043922592,0.028257609999999992
61.8,63.0,,7.28,7.34,4.52,0,6157.0,3,2,5,3.751131798441968,5.19885601
61.2,56.0,,5.23,5.29,3.22,0,6158.0,5,5,3,3.6369034981556294,0.08503056000000002
60.4,58.0,,5.78,5.71,3.47,0,6159.0,4,7,5,3.667379634373777,0.24009999999999995
61.7,56.0,,4.35,4.31,2.67,0,6160.0,5,6,4,3.7156530574880455,0.009235209999999999
62.2,56.0,,4.75,4.71,2.94,0,6161.0,5,2,8,3.648794415520148,0.025600000000000005
62.9,58.0,,7.55,7.59,4.76,0,6162.0,3,1,4,3.7394221097071667,8.352099999999998
59.3,57.0,,5.88,5.95,3.51,0,6163.0,3,6,2,3.566750265429737,0.28398240999999996
61.3,55.0,,5.22,5.25,3.21,0,6164.0,5,5,4,3.6148666506384854,0.07890481000000002
62.7,57.0,,6.09,6.06,3.8,0,6165.0,4,1,2,3.85052765063906,0.6561
62.0,57.0,,5.7,5.75,3.55,0,6166.0,5,6,3,3.7128952202920034,0.26873855999999996
58.7,63.0,,6.43,6.37,3.76,0,6167.0,3,6,2,3.701149309453847,0.8145062499999999
62.1,56.0,,4.61,4.64,2.87,0,6168.0,5,4,7,3.713932825510575,0.02085136
62.2,58.0,,4.72,4.74,2.94,0,6169.0,5,6,5,3.6487454883262047,0.025600000000000005
60.5,56.0,,6.43,6.49,3.91,0,6170.0,2,3,3,3.7139854418021945,1.04060401
62.6,59.0,,6.43,6.38,4.01,0,6171.0,4,3,3,3.720278033155143,1.08243216
61.8,57.0,,5.37,5.4,3.33,0,6172.0,5,6,6,3.603852145130853,0.11316495999999997
60.8,56.0,,5.81,5.84,3.54,0,6173.0,5,6,4,3.596594744096289,0.26873855999999996
62.0,58.0,,4.24,4.28,2.64,0,6174.0,3,3,5,3.7571536204934186,0.0081
62.6,53.0,,4.29,4.33,2.7,0,6175.0,5,6,8,3.5889181385717177,0.0081
62.6,62.0,,6.08,6.06,3.8,0,6176.0,4,4,3,3.8568607553276117,0.6561
61.5,56.0,,4.06,4.09,2.5,0,6177.0,5,5,3,3.6132824261987064,0.00390625
61.4,59.0,,6.73,6.68,4.12,0,6178.0,4,3,3,3.6605045509897693,1.6304736099999995
62.1,56.0,,4.56,4.52,2.82,0,6179.0,5,4,5,3.6129912429350544,0.015006249999999997
63.2,56.0,,6.39,6.33,4.02,0,6180.0,3,5,7,3.7268507679286715,1.04060401
61.9,56.0,,5.11,5.17,3.18,0,6181.0,5,5,5,3.642359960722504,0.06765201
60.6,57.0,,4.51,4.53,2.74,0,6182.0,5,7,4,3.6442222945588445,0.013363360000000005
61.8,59.0,,4.3,4.34,2.67,0,6183.0,3,4,2,3.7328754339467696,0.009235209999999999
62.5,57.0,,7.15,7.19,4.48,0,6184.0,3,2,3,3.803567781314651,4.543718559999999
62.4,61.0,,6.51,6.48,4.05,0,6185.0,4,7,2,3.7577164883682874,1.3107960100000002
59.6,57.0,,6.82,6.77,4.05,0,6186.0,4,3,5,3.593694926424712,1.5735193600000006
59.9,57.0,,6.8,6.82,4.08,0,6187.0,5,6,2,3.6783731950603253,1.8106393599999995
62.6,55.0,,6.76,6.79,4.24,0,6188.0,3,3,3,3.6379014578407096,1.9387777599999996
59.2,58.0,,5.9,5.85,3.47,0,6189.0,4,2,2,3.657099344101737,0.28398240999999996
61.1,56.0,,4.45,4.48,2.73,0,6190.0,5,3,8,3.527772388125518,0.01048576
63.8,56.0,,6.35,6.32,4.04,0,6191.0,2,2,5,3.700659112058919,1.0
60.0,60.0,,7.04,7.09,4.24,0,6192.0,3,5,8,3.5722105156200477,2.5204737600000002
61.7,55.0,,5.18,5.22,3.21,0,6193.0,5,5,5,3.6637161999714376,0.07890481000000002
61.2,58.0,,4.86,4.82,2.96,0,6194.0,4,5,5,3.6343397339247963,0.031116959999999996
62.7,55.0,,5.6,5.57,3.5,0,6195.0,5,3,5,3.62730370424651,0.18974736000000003
62.3,60.0,,7.07,7.12,4.42,0,6196.0,3,3,2,3.721419765866246,3.626739359999999
61.0,56.0,,5.31,5.35,3.25,0,6197.0,5,4,5,3.6392141571929324,0.09834496000000004
62.8,58.0,,5.75,5.68,3.59,0,6198.0,4,5,7,3.6844538223649757,0.26873855999999996
61.3,56.0,,4.54,4.6,2.8,0,6199.0,5,6,6,3.591266040988317,0.015006249999999997
62.3,58.0,,5.28,5.21,3.27,0,6200.0,4,7,3,3.735251758636569,0.09834496000000004
60.2,59.0,,6.89,6.86,4.14,0,6201.0,4,7,5,3.7101625891366563,2.14358881
62.4,57.0,,5.23,5.19,3.25,0,6202.0,5,7,3,3.6727604450501476,0.08503056000000002
60.9,56.0,,5.34,5.36,3.26,0,6203.0,5,4,4,3.600937889994434,0.09834496000000004
61.6,58.0,,5.08,5.11,3.14,0,6204.0,5,3,5,3.680501458999851,0.0625
62.0,57.0,,4.41,4.37,2.72,0,6205.0,5,4,4,3.6627923480605045,0.01048576
62.5,56.0,,5.64,5.68,3.54,0,6206.0,3,6,5,3.7035532101129442,0.24009999999999995
61.9,55.0,,6.38,6.44,3.97,0,6207.0,3,6,4,3.7151433115919383,1.04060401
63.9,57.0,,5.72,5.74,3.66,0,6208.0,3,7,3,3.6948257659972974,0.29986576
64.2,58.0,,5.58,5.61,3.59,0,6209.0,2,3,4,3.7372984575048074,0.24009999999999995
62.5,59.0,,6.43,6.38,4.0,0,6210.0,4,7,2,3.7295787282380304,1.08243216
59.8,57.0,,6.42,6.39,3.83,0,6211.0,5,2,4,3.6659608546408715,0.8493465599999999
62.0,54.0,,4.54,4.56,2.82,0,6212.0,5,4,8,3.597074981952961,0.015006249999999997
61.6,58.0,,5.11,5.06,3.13,0,6213.0,4,5,5,3.7068541636337398,0.0625
62.0,57.0,,6.65,6.55,4.06,0,6214.0,5,3,2,3.6642578506583092,1.3604889600000003
61.1,55.0,,5.52,5.57,3.39,0,6215.0,5,2,7,3.569019894177409,0.14776335999999998
61.5,58.0,,5.28,5.26,3.24,0,6216.0,4,2,5,3.6006452356262244,0.08503056000000002
62.8,54.0,,7.26,7.36,4.59,0,6217.0,3,4,4,3.7184994171741446,5.33794816
62.6,57.0,,6.28,6.24,3.92,0,6218.0,5,4,3,3.7496625303722664,0.8493465599999999
61.4,58.0,,5.28,5.34,3.26,0,6219.0,4,6,3,3.72077429704782,0.10556000999999997
61.5,57.0,,4.77,4.81,2.95,0,6220.0,3,5,5,3.6345415302882524,0.028257609999999992
59.0,61.0,,8.26,8.31,4.89,0,6221.0,2,3,2,3.61087695527423,16.64966416
63.1,57.0,,5.04,5.0,3.17,0,6222.0,3,7,5,3.755445395823945,0.0625
62.3,59.0,,5.68,5.71,3.55,0,6223.0,5,2,4,3.6999580671419054,0.25411680999999997
62.2,59.0,,5.13,5.1,3.18,0,6224.0,4,7,3,3.6058411742349676,0.0625
62.9,60.0,,4.22,4.18,2.64,0,6225.0,4,4,5,3.865270084458728,0.0081
59.3,59.0,,7.11,7.08,4.22,0,6226.0,4,5,7,3.6718023318543307,2.8561000000000005
62.8,56.0,,5.27,5.31,3.32,0,6227.0,3,7,7,3.681144673248037,0.10556000999999997
60.9,53.0,,4.85,4.8,2.94,0,6228.0,5,2,5,3.594221193632093,0.028257609999999992
61.7,58.0,,5.15,5.12,3.17,0,6229.0,4,6,4,3.6608756240237663,0.06765201
62.0,56.0,,5.97,6.0,3.71,0,6230.0,5,7,3,3.6570995137412137,0.4304672100000001
62.7,59.0,,4.29,4.32,2.7,0,6231.0,4,3,4,3.7171333467629757,0.009235209999999999
62.7,54.0,,8.12,8.17,5.11,0,6232.0,5,1,6,3.6637228230970194,18.360368009999995
64.5,56.0,,6.06,6.0,3.89,0,6233.0,1,4,2,3.8178625060449494,0.6561
61.3,56.0,,4.38,4.4,2.69,0,6234.0,5,6,7,3.58784669015356,0.009235209999999999
63.6,59.0,,7.95,8.0,5.07,0,6235.0,2,4,2,3.7400915485095454,16.322408009999993
62.6,56.0,,6.17,6.08,3.84,0,6236.0,5,7,3,3.62368580994626,0.57289761
62.7,56.0,,6.35,6.4,4.0,0,6237.0,3,5,2,3.7278543307086616,1.04060401
63.3,54.0,,4.53,4.51,2.86,0,6238.0,3,3,3,3.5940036821081156,0.015006249999999997
62.3,58.0,,4.29,4.32,2.68,0,6239.0,4,7,2,3.6240707882498917,0.0081
62.0,57.0,,6.22,6.24,3.86,0,6240.0,5,5,3,3.644436299418557,0.6857496100000001
60.9,59.0,,7.49,7.45,4.55,0,6241.0,4,4,4,3.639338770744404,5.62448656
60.8,58.0,,6.84,6.78,4.14,0,6242.0,4,2,2,3.6876281450780417,1.9387777599999996
61.3,57.0,,5.19,5.21,3.19,0,6243.0,5,5,8,3.6866453047598386,0.07890481000000002
62.7,56.0,,4.39,4.45,2.77,0,6244.0,3,6,3,3.6589871978875457,0.011859210000000002
60.6,57.0,,5.21,5.25,3.17,0,6245.0,3,5,5,3.6675059834841135,0.07890481000000002
58.4,59.0,,6.12,6.04,3.55,0,6246.0,4,1,3,3.6578384735108487,0.4096000000000001
63.1,57.0,,7.34,7.28,4.61,0,6247.0,3,2,3,3.7266131883330607,5.47981281
61.1,61.0,,5.05,5.0,3.07,0,6248.0,4,5,3,3.7152900957848227,0.05308415999999999
62.8,58.0,,5.68,5.62,3.55,0,6249.0,4,4,7,3.7062634440294215,0.24009999999999995
61.4,61.0,,7.36,7.3,4.5,0,6250.0,4,1,2,3.7224538415723654,5.0625
61.3,58.0,,5.73,5.78,3.53,0,6251.0,5,3,3,3.6437823959839966,0.25411680999999997
62.7,58.0,,7.59,7.54,4.74,0,6252.0,3,2,2,3.7822993433795626,8.550360809999999
61.8,56.0,,6.43,6.38,3.96,0,6253.0,4,5,2,3.730317404951883,1.04060401
57.7,57.0,,5.69,5.75,3.3,0,6254.0,2,7,3,3.556617601089214,0.16777216
59.3,61.0,,7.53,7.47,4.45,0,6255.0,4,3,5,3.59556314698788,5.0625
60.6,57.0,,4.08,4.11,2.48,0,6256.0,5,6,4,3.6069289971698586,0.00390625
61.0,54.0,,4.44,4.46,2.72,0,6257.0,5,6,5,3.5646303121903222,0.01048576
79.0,73.0,,5.21,5.18,4.09,0,6258.0,1,6,4,2.717881163037882,0.0625
58.5,59.0,,6.75,6.8,3.96,0,6259.0,3,5,2,3.5980722255232065,1.4115816100000005
62.6,58.0,,6.49,6.54,4.08,0,6260.0,4,3,4,3.672607420995285,1.2624769600000003
63.2,57.0,,5.08,5.11,3.22,0,6261.0,3,4,6,3.7326228461210915,0.07311616000000001
61.9,57.0,,7.37,7.33,4.55,0,6262.0,5,1,3,3.710325226889744,5.33794816
61.9,59.0,,4.85,4.9,3.02,0,6263.0,3,5,2,3.678401790155538,0.03748096
62.4,56.0,,4.62,4.65,2.89,0,6264.0,5,3,4,3.672333173393559,0.02085136
63.0,59.0,,5.58,5.62,3.53,0,6265.0,3,4,8,3.7940589156644657,0.24009999999999995
63.8,55.0,,4.66,4.71,2.99,0,6266.0,3,6,4,3.657069632160051,0.025600000000000005
62.8,52.0,,5.78,5.72,3.61,0,6267.0,4,6,3,3.619534143166115,0.26873855999999996
62.7,56.0,,5.23,5.2,3.27,0,6268.0,5,4,2,3.643277276339883,0.08503056000000002
65.9,57.0,,7.8,7.74,5.12,0,6269.0,1,3,2,3.9015913834227787,16.322408009999993
62.6,52.0,,5.74,5.77,3.6,0,6270.0,5,4,2,3.623210285086262,0.26873855999999996
60.5,59.0,,4.48,4.54,2.73,0,6271.0,4,2,7,3.6739534851554994,0.013363360000000005
60.8,56.0,,6.64,6.72,4.06,0,6272.0,5,4,2,3.742538768727267,1.6304736099999995
60.6,57.0,,5.36,5.33,3.24,0,6273.0,5,4,4,3.6299635862795676,0.09834496000000004
61.8,61.0,,5.67,5.72,3.53,0,6274.0,2,2,5,3.773374878190742,0.26873855999999996
61.5,59.0,,4.72,4.75,2.91,0,6275.0,5,2,5,3.678600660308819,0.025600000000000005
62.2,58.0,,6.74,6.67,4.17,0,6276.0,4,2,4,3.7126794500407927,1.8106393599999995
61.1,57.0,,7.55,7.5,4.6,0,6277.0,3,3,2,3.685574431327384,6.553600000000001
62.5,60.0,,7.27,7.23,4.54,0,6278.0,4,7,3,3.796641902923186,5.19885601
61.9,55.0,,5.74,5.77,3.56,0,6279.0,5,6,3,3.613032728105683,0.25411680999999997
62.1,56.0,,5.94,5.98,3.7,0,6280.0,3,4,4,3.7434820043515695,0.4521217599999999
62.6,60.0,,4.46,4.42,2.78,0,6281.0,4,3,4,3.7224446038202212,0.013363360000000005
61.9,56.0,,5.25,5.29,3.26,0,6282.0,5,5,5,3.644864303358743,0.09150625000000003
63.0,57.0,,6.82,6.76,4.28,0,6283.0,5,7,3,3.679271031605161,2.14358881
