,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,cut_color_clarity_score,raw_density,marketing_carat,marketing_carat_int
22539,0.82,Premium,E,SI2,60.0,56.0,2329,6.11,6.08,3.66,4,6,2,38,3.6185887433294406,regular,1
22540,1.3,Very Good,I,VS2,62.7,57.0,6290,6.88,6.9,4.32,3,2,4,31,3.8034116016926935,regular,1
22541,0.81,Ideal,E,SI2,60.3,57.0,2864,6.07,6.04,3.65,5,6,2,41,3.631765302472994,regular,1
22542,0.65,Good,G,VS1,60.0,60.4,2241,5.6,5.7,3.39,2,4,5,38,3.604143101115621,regular,1
22543,0.34,Ideal,E,VS2,62.2,55.0,956,4.49,4.48,2.79,5,6,4,49,3.634976513775278,regular,1
22544,0.74,Ideal,H,VVS1,61.1,56.0,3804,5.84,5.91,3.59,5,3,7,52,3.5833414523457234,regular,1
22545,1.01,Premium,F,VS1,60.8,59.0,7017,6.45,6.41,3.91,4,5,5,47,3.7486778719349565,good,2
22546,0.52,Ideal,H,IF,59.2,58.0,1967,5.23,5.31,3.12,5,3,8,56,3.6008397158217296,regular,1
22547,0.28,Very Good,F,VVS2,61.8,60.0,596,4.16,4.19,2.58,3,5,6,48,3.7357879950986463,regular,1
22548,0.41,Ideal,D,VS2,62.4,55.0,1007,4.76,4.79,2.98,5,7,4,52,3.620565234402458,regular,1
22549,0.91,Good,I,SI1,64.2,59.0,2700,6.05,5.98,3.86,2,2,3,24,3.909748119131888,regular,1
22550,0.53,Ideal,H,VVS1,61.3,56.0,1781,5.21,5.23,3.2,5,3,7,52,3.647016511121795,regular,1
22551,0.41,Premium,G,VVS1,59.7,60.0,1148,4.85,4.83,2.89,4,4,7,52,3.6336943615477146,regular,1
22552,0.46,Very Good,F,SI2,61.5,56.0,809,4.98,5.01,3.07,3,5,2,32,3.6033266851956003,regular,1
22553,0.51,Ideal,H,SI2,61.9,54.0,983,5.13,5.15,3.18,5,3,2,32,3.6422496676447174,regular,1
22554,0.4,Premium,D,SI2,62.4,58.0,855,4.73,4.69,2.94,4,7,2,41,3.6798484049651092,regular,1
22555,0.64,Good,G,VS2,64.1,55.3,1906,5.43,5.45,3.49,2,4,4,34,3.7180006857968446,regular,1
22556,0.53,Ideal,E,VS2,62.5,57.0,1607,5.16,5.18,3.23,5,6,4,49,3.683368216451952,regular,1
22557,0.9,Premium,F,SI1,62.6,60.0,3881,6.14,6.1,3.83,4,5,3,39,3.764408797507014,regular,1
22558,2.1,Ideal,I,SI2,61.9,56.0,15653,8.22,8.2,5.08,5,2,2,29,3.679774138967898,regular,1
22559,0.51,Ideal,D,VS2,61.9,57.0,1882,5.15,5.09,3.17,5,7,4,52,3.6824524941064216,regular,1
22560,0.31,Ideal,E,VVS2,60.9,55.0,864,4.42,4.45,2.7,5,6,6,57,3.502409318668406,regular,1
22561,1.24,Ideal,F,SI2,60.0,56.0,5000,7.03,7.0,4.21,5,5,2,38,3.5911824885446584,regular,1
22562,1.51,Good,G,VS2,64.2,54.0,11640,7.18,7.27,4.64,2,4,4,34,3.7406869281868715,regular,1
22563,1.01,Very Good,F,SI1,60.7,58.0,5248,6.4,6.51,3.92,3,5,3,36,3.7104415498918466,good,2
22564,1.06,Ideal,D,IF,61.2,57.0,15813,6.57,6.61,4.03,5,7,8,68,3.634002656627358,regular,1
22565,0.38,Premium,J,VVS2,60.5,59.0,778,4.72,4.69,2.84,4,1,6,39,3.626616771206546,regular,1
22566,1.0,Premium,G,VS1,58.6,61.0,6989,6.57,6.5,3.83,4,4,5,44,3.6683752124218523,good,2
22567,2.0,Very Good,I,SI1,63.6,57.0,14057,7.9,7.99,5.05,3,2,3,27,3.7645753770732022,good,2
22568,0.57,Ideal,G,SI1,62.2,55.0,1441,5.33,5.35,3.32,5,4,3,39,3.612493142072595,regular,1
22569,0.34,Ideal,E,VVS1,62.2,54.0,973,4.52,4.55,2.82,5,6,7,61,3.517476686371434,regular,1
22570,1.71,Ideal,G,VS1,61.4,57.0,17204,7.72,7.65,4.72,5,4,5,47,3.680667841036476,regular,1
22571,0.58,Premium,D,SI1,60.2,58.0,1879,5.46,5.37,3.26,4,7,3,45,3.6407823363301994,regular,1
22572,0.5,Good,F,VS2,63.6,58.0,1333,5.02,5.05,3.2,2,5,4,37,3.6980789712437385,regular,1
22573,0.3,Ideal,F,VS2,61.6,57.0,776,4.33,4.3,2.66,5,5,4,46,3.634415002542071,regular,1
22574,0.51,Good,G,VVS2,57.6,56.0,1885,5.27,5.35,3.06,2,4,6,42,3.546791040805832,regular,1
22575,0.3,Ideal,I,VVS1,61.9,57.0,709,4.35,4.31,2.68,5,2,7,49,3.5823761423301925,regular,1
22576,1.5,Premium,I,SI1,62.0,62.0,8736,7.35,7.3,4.54,4,2,3,30,3.694676832775233,regular,1
22577,1.2,Good,H,SI1,63.6,57.0,5975,6.79,6.74,4.3,2,3,3,27,3.6587637707991827,regular,1
22578,0.5,Premium,G,VVS2,61.6,60.0,1935,5.13,5.1,3.15,4,4,6,48,3.6401825187514913,regular,1
22579,0.36,Ideal,E,VS2,61.2,56.0,1013,4.63,4.59,2.82,5,6,4,49,3.6042172946564777,regular,1
22580,0.41,Good,I,SI1,63.8,57.0,611,4.67,4.7,2.99,2,2,3,24,3.748428060122957,regular,1
22581,0.72,Ideal,I,VVS1,61.3,57.0,2642,5.74,5.77,3.53,5,2,7,49,3.695058647680041,regular,1
22582,0.4,Ideal,G,VS2,61.2,57.0,807,4.73,4.78,2.91,5,4,4,43,3.647784850731275,regular,1
22583,0.43,Premium,F,SI1,61.7,58.0,948,4.84,4.82,2.98,4,5,3,39,3.711171650837321,regular,1
22584,0.39,Ideal,E,I1,62.8,57.0,655,4.66,4.61,2.91,5,6,1,37,3.7431396169002182,regular,1
22585,0.68,Good,F,SI1,58.1,60.0,2074,5.8,5.91,3.4,2,5,3,33,3.5007876772273767,regular,1
22586,1.51,Fair,G,I1,65.6,54.0,4167,7.28,7.1,4.72,1,4,1,19,3.7136115257385263,regular,1
22587,1.51,Ideal,I,SI1,59.4,61.0,8396,7.52,7.46,4.45,5,2,3,33,3.629205151196052,regular,1
22588,1.52,Ideal,H,SI1,61.3,57.0,9448,7.38,7.32,4.51,5,3,3,36,3.7432674134091135,regular,1
22589,0.3,Very Good,G,VVS2,59.7,63.0,819,4.37,4.34,2.6,3,4,6,45,3.6502952277662546,regular,1
22590,0.31,Premium,H,IF,61.7,58.0,1046,4.36,4.33,2.68,4,3,8,53,3.6762392246661255,regular,1
22591,1.51,Very Good,I,SI2,63.1,60.0,6630,7.19,7.13,4.52,3,2,2,23,3.9099512505897085,regular,1
22592,1.0,Premium,H,SI1,61.8,60.0,3991,6.37,6.31,3.92,4,3,3,33,3.807995195630169,good,2
22593,0.4,Premium,E,VS1,60.5,61.0,1125,4.74,4.72,2.86,4,6,5,50,3.750808299188475,regular,1
22594,1.01,Premium,F,VS2,59.2,60.0,6533,6.54,6.51,3.86,4,5,4,43,3.687453756226594,good,2
22595,1.01,Very Good,E,VS2,63.5,58.0,6787,6.36,6.34,4.03,3,6,4,43,3.729247476259463,good,2
22596,1.24,Premium,H,SI2,62.3,58.0,4444,6.84,6.8,4.25,4,3,2,29,3.7637345960055852,regular,1
22597,1.01,Very Good,I,SI1,63.1,57.0,4313,6.32,6.36,4.0,3,2,3,27,3.7691067590160015,good,2
22598,0.65,Premium,E,SI1,60.5,59.0,1828,5.61,5.49,3.36,4,6,3,42,3.768687471676864,regular,1
22599,0.41,Very Good,G,SI1,62.5,57.0,719,4.69,4.72,2.94,3,4,3,33,3.779835811307646,regular,1
22600,0.24,Ideal,F,VS1,62.7,54.0,572,3.99,4.02,2.51,5,5,5,50,3.5767601795712456,regular,1
22601,0.43,Very Good,F,VS2,61.6,59.0,905,4.78,4.87,2.97,3,5,4,40,3.731697218418928,regular,1
22602,0.91,Premium,D,SI2,61.2,58.0,3958,6.21,6.25,3.81,4,7,2,41,3.692292086677571,regular,1
22603,0.32,Ideal,F,VS2,62.3,56.0,828,4.4,4.37,2.73,5,5,4,46,3.657669561559722,regular,1
22604,0.59,Ideal,D,SI1,61.0,57.0,1816,5.43,5.46,3.32,5,7,3,48,3.596439062058446,regular,1
22605,2.17,Good,H,SI2,58.9,62.0,16036,8.48,8.52,5.01,2,3,2,23,3.596978246536425,regular,1
22606,0.54,Ideal,E,VS2,62.2,55.0,1847,5.24,5.21,3.25,5,6,4,49,3.6516793780423624,regular,1
22607,0.41,Good,F,VVS1,63.9,56.0,915,4.71,4.74,3.02,2,5,7,49,3.6486223602884653,regular,1
22608,0.24,Very Good,H,VVS2,61.3,57.0,449,4.01,4.04,2.46,3,3,6,42,3.6132802502317025,regular,1
22609,0.73,Ideal,J,VS1,62.0,53.0,2121,5.78,5.82,3.6,5,1,5,38,3.6167691252769547,regular,1
22610,0.31,Ideal,H,VS1,62.0,54.0,544,4.35,4.39,2.71,5,3,5,44,3.5940976800389337,regular,1
22611,0.61,Ideal,J,SI1,62.0,55.0,1143,5.45,5.48,3.39,5,1,3,30,3.614966911200411,regular,1
22612,1.7,Very Good,G,VS1,63.5,56.0,15102,7.64,7.53,4.82,3,4,5,41,3.678449504971576,regular,1
22613,0.4,Good,H,VS2,59.4,64.0,730,4.75,4.82,2.84,2,3,4,31,3.6910697642944377,regular,1
22614,1.09,Ideal,D,VS1,62.3,56.0,9650,6.63,6.59,4.12,5,7,5,56,3.6331354485559024,regular,1
22615,1.25,Good,F,SI2,59.0,61.0,6032,7.01,7.06,4.15,2,5,2,29,3.6516609531156434,regular,1
22616,0.33,Ideal,F,VVS2,61.9,56.0,810,4.42,4.46,2.75,5,5,6,54,3.6523750583365464,regular,1
22617,2.02,Ideal,J,VS1,61.8,57.0,16397,8.06,8.13,5.0,5,1,5,38,3.6991933194766187,good,2
22618,0.3,Premium,H,VS1,62.3,58.0,526,4.26,4.28,2.66,4,3,5,41,3.711397751981638,regular,1
22619,1.04,Ideal,J,SI1,62.0,53.0,4469,6.51,6.55,4.05,5,1,3,30,3.613327096869739,good,2
22620,0.36,Ideal,D,VS1,61.8,55.0,1002,4.58,4.54,2.82,5,7,5,56,3.6836920089669247,regular,1
22621,0.31,Ideal,G,VVS1,61.6,56.0,816,4.35,4.39,2.69,5,4,7,55,3.620819595875654,regular,1
22622,0.42,Very Good,E,SI2,62.9,56.0,700,4.77,4.8,3.01,3,6,2,35,3.6565745209887384,regular,1
22623,0.33,Premium,H,VS1,61.5,58.0,579,4.39,4.46,2.72,4,3,5,41,3.7178931758408744,regular,1
22624,0.23,Very Good,E,VVS1,62.2,59.0,465,3.92,3.96,2.45,3,6,7,55,3.628538613961355,regular,1
22625,0.51,Ideal,F,VS1,61.9,56.0,1836,5.17,5.11,3.18,5,5,5,50,3.642359960722504,regular,1
22626,1.01,Premium,F,SI2,61.7,60.0,4616,6.42,6.36,3.94,4,5,2,35,3.766901452785732,good,2
22627,0.61,Ideal,D,VVS1,62.1,56.0,4241,5.43,5.46,3.38,5,7,7,64,3.6523459976335197,regular,1
22628,1.11,Ideal,G,VS1,62.8,55.0,8129,6.6,6.65,4.16,5,4,5,47,3.647668121352332,regular,1
22629,1.3,Very Good,G,VS1,62.5,58.0,10654,6.9,6.95,4.33,3,4,5,41,3.7564084689673707,regular,1
22630,1.34,Ideal,I,VS1,62.2,57.0,7016,7.02,7.06,4.38,5,2,5,41,3.7037368714965835,regular,1
22631,0.7,Very Good,G,SI2,58.2,63.0,1790,5.82,5.79,3.38,3,4,2,29,3.6874916175413763,regular,1
22632,0.97,Fair,F,SI1,56.4,66.0,4063,6.59,6.54,3.7,1,5,3,30,3.6497078164324894,bad,0
22633,0.6,Very Good,D,VS2,61.5,59.0,1984,5.4,5.43,3.33,3,7,4,46,3.686928180482509,regular,1
22634,0.31,Ideal,F,SI1,62.3,55.0,490,4.34,4.39,2.72,5,5,3,42,3.589134970616949,regular,1
22635,0.65,Ideal,H,VVS2,61.6,58.0,2210,5.56,5.6,3.44,5,3,6,48,3.6411900380028213,regular,1
22636,0.92,Premium,H,VS2,61.3,58.0,4077,6.21,6.26,3.82,4,3,4,37,3.717147386752459,regular,1
22637,0.39,Ideal,F,VS2,60.0,57.0,821,4.7,4.76,2.84,5,5,4,46,3.6829235739845845,regular,1
22638,0.51,Ideal,E,VVS1,61.1,54.7,2691,5.16,5.2,3.17,5,6,7,61,3.597568889917214,regular,1
22639,0.5,Ideal,F,VS1,62.1,55.0,1731,5.08,5.12,3.17,5,5,5,50,3.6385497652698775,regular,1
22640,1.17,Premium,D,VS1,61.7,59.0,9934,6.72,6.77,4.16,4,7,5,53,3.7092477315889423,regular,1
22641,0.82,Ideal,I,VS1,61.3,57.0,3113,6.02,6.07,3.7,5,2,5,41,3.638967663334546,regular,1
22642,1.23,Very Good,H,SI1,61.0,59.0,6458,6.91,6.86,4.2,3,3,3,30,3.7068491119534723,regular,1
22643,0.5,Premium,E,VS2,61.4,59.0,1746,5.13,5.09,3.14,4,6,4,46,3.6589498682156028,regular,1
22644,0.72,Very Good,J,SI1,63.0,58.0,1989,5.67,5.7,3.58,3,1,3,24,3.733729108618846,regular,1
22645,0.51,Very Good,I,VS1,62.5,59.0,1301,5.1,5.14,3.2,3,2,5,35,3.6478599221789896,regular,1
22646,0.31,Premium,G,VS2,61.2,59.0,471,4.36,4.4,2.68,4,4,4,40,3.6177536006373465,regular,1
22647,1.08,Ideal,H,SI1,61.8,54.0,5517,6.6,6.61,4.09,5,3,3,36,3.631669367440538,regular,1
22648,1.02,Premium,D,SI2,61.3,62.0,4044,6.46,6.42,3.95,4,7,2,41,3.7358272055389867,good,2
22649,0.32,Ideal,G,IF,61.8,55.0,1020,4.43,4.41,2.73,5,4,8,59,3.599948318241956,regular,1
22650,0.95,Premium,G,SI2,60.5,62.0,3671,6.44,6.36,3.88,4,4,2,32,3.586742072318385,bad,0
22651,0.52,Ideal,G,VVS2,60.8,57.0,1878,5.2,5.17,3.15,5,4,6,51,3.6842590034079397,regular,1
22652,0.3,Premium,H,SI1,61.2,60.0,540,4.31,4.29,2.63,4,3,3,33,3.7015378470831792,regular,1
22653,1.05,Good,D,SI2,60.0,63.0,4560,6.59,6.64,3.97,2,7,2,35,3.6265740425073165,regular,1
22654,0.37,Very Good,E,VS2,61.8,59.0,811,4.56,4.6,2.83,3,6,4,43,3.739761140445214,regular,1
22655,0.42,Very Good,I,SI1,63.5,54.0,829,4.76,4.72,3.01,3,2,3,27,3.726362440916454,regular,1
22656,0.34,Premium,F,SI2,60.0,58.0,447,4.55,4.58,2.74,4,5,2,35,3.57275083950888,regular,1
22657,1.26,Ideal,D,SI2,61.6,56.0,5412,6.99,6.95,4.3,5,7,2,44,3.619023136615969,regular,1
22658,1.01,Ideal,D,SI1,60.8,56.0,5939,6.54,6.48,3.96,5,7,3,48,3.610976682672231,good,2
22659,1.51,Premium,J,VVS2,62.6,59.0,8930,7.33,7.31,4.58,4,1,6,39,3.6918272244092347,regular,1
22660,1.21,Premium,I,VS2,62.6,59.0,4884,6.77,6.67,4.21,4,2,4,34,3.818915265103285,regular,1
22661,0.5,Ideal,H,SI2,62.4,55.0,964,5.09,5.11,3.18,5,3,2,32,3.627065949561876,regular,1
22662,0.82,Ideal,D,SI2,62.1,57.0,3357,6.04,6.0,3.74,5,7,2,44,3.6299890214966175,regular,1
22663,0.31,Very Good,I,VVS1,57.7,62.0,613,4.51,4.53,2.61,3,2,7,43,3.4881704045506896,regular,1
22664,1.72,Good,F,SI1,63.2,61.0,13499,7.57,7.62,4.8,2,5,3,33,3.727242152855067,regular,1
22665,1.05,Ideal,E,SI1,62.1,57.0,5436,6.48,6.5,4.03,5,6,3,45,3.711480138279146,regular,1
22666,0.82,Premium,H,VS1,62.5,59.0,3008,5.96,5.94,3.72,4,3,5,41,3.7358502394224407,regular,1
22667,0.28,Very Good,E,VS1,60.9,59.0,487,4.19,4.22,2.56,3,6,5,47,3.7114434050831933,regular,1
22668,0.65,Very Good,I,IF,61.0,55.0,2332,5.65,5.73,3.47,3,2,8,47,3.4716190469577857,regular,1
22669,1.03,Ideal,G,VS2,61.1,57.0,7726,6.51,6.54,3.99,5,4,4,43,3.637950977445022,good,2
22670,0.71,Very Good,H,SI1,62.2,56.0,2188,5.72,5.76,3.57,3,3,3,30,3.621786710022005,regular,1
22671,0.83,Ideal,H,VS2,61.3,54.0,2975,6.1,6.06,3.73,5,3,4,40,3.6117530796722273,regular,1
22672,0.4,Very Good,D,VVS2,61.4,58.3,1359,4.73,4.74,2.9,3,7,6,54,3.6912525619599816,regular,1
22673,1.13,Premium,F,VS2,59.8,61.0,6822,6.81,6.76,4.06,4,5,4,43,3.627520308014355,regular,1
22674,0.27,Ideal,G,SI2,62.3,55.0,361,4.14,4.18,2.59,5,4,2,35,3.614420090392631,regular,1
22675,0.35,Very Good,G,VVS1,61.8,57.0,859,4.5,4.53,2.79,3,4,7,49,3.692362874873733,regular,1
22676,0.39,Premium,G,VS1,62.6,58.0,855,4.66,4.7,2.93,4,4,5,44,3.6464012979942,regular,1
22677,0.61,Very Good,I,VS2,62.7,57.0,1706,5.39,5.42,3.39,3,2,4,31,3.6956712844584234,regular,1
22678,1.23,Premium,I,SI1,62.0,57.0,5717,6.91,6.83,4.26,4,2,3,30,3.6706925609058167,regular,1
22679,0.73,Ideal,I,VS2,61.7,55.0,2453,5.79,5.82,3.58,5,2,4,37,3.630693063496246,regular,1
22680,0.29,Very Good,F,VVS2,60.2,58.0,664,4.29,4.35,2.6,3,5,6,48,3.586157432311278,regular,1
22681,0.33,Ideal,D,VS2,62.3,54.0,855,4.46,4.43,2.77,5,7,4,52,3.6178190084084325,regular,1
22682,1.51,Premium,F,VS1,62.7,59.0,13134,7.31,7.23,4.56,4,5,5,47,3.7593060251368624,regular,1
22683,0.33,Ideal,F,VVS2,62.4,56.0,832,4.41,4.43,2.76,5,5,6,54,3.6720940216306373,regular,1
22684,1.04,Premium,E,SI2,59.2,58.0,4566,6.7,6.64,3.95,4,6,2,38,3.5509504483074945,good,2
22685,1.29,Very Good,I,SI1,62.2,58.0,5463,6.94,6.99,4.33,3,2,3,27,3.6848211903383525,regular,1
22686,0.28,Good,E,SI1,62.6,60.0,373,4.12,4.15,2.59,2,6,3,36,3.793710660010812,regular,1
22687,0.9,Good,J,VVS2,57.4,61.0,3193,6.42,6.37,3.67,2,1,6,33,3.5979343539287227,regular,1
22688,0.58,Ideal,G,VS1,61.8,55.0,1911,5.35,5.39,3.32,5,4,5,47,3.6349514368398985,regular,1
22689,1.02,Premium,E,SI2,62.9,56.0,4478,6.43,6.36,4.02,4,6,2,38,3.7226934957537208,good,2
22690,0.48,Good,F,VS1,61.5,60.7,1268,4.99,5.05,3.09,2,5,5,41,3.6986401910809987,regular,1
22691,0.53,Ideal,E,VVS1,61.7,57.0,2407,5.17,5.21,3.2,5,6,7,61,3.68934165438433,regular,1
22692,2.11,Very Good,I,VS2,60.3,60.5,16363,8.22,8.29,4.98,3,2,4,31,3.730594235570653,regular,1
22693,0.3,Very Good,I,SI1,63.5,57.0,506,4.26,4.24,2.7,3,2,3,27,3.6909085540496642,regular,1
22694,0.38,Premium,H,VVS2,62.0,58.0,833,4.62,4.64,2.87,4,3,6,45,3.705894009870942,regular,1
22695,1.01,Premium,F,SI1,61.9,58.0,4412,6.38,6.34,3.94,4,5,3,39,3.8024758610549725,good,2
22696,1.36,Premium,F,SI2,61.4,59.0,6458,7.16,7.12,4.38,4,5,2,35,3.654458482342087,regular,1
22697,0.24,Very Good,E,VVS2,62.2,56.0,608,3.96,3.98,2.47,3,6,6,51,3.699025121929115,regular,1
22698,0.33,Ideal,I,SI1,62.7,56.0,445,4.4,4.44,2.77,5,2,3,33,3.658893550590301,regular,1
22699,1.51,Very Good,F,SI1,60.7,60.0,11560,7.39,7.43,4.5,3,5,3,36,3.6667595498142043,regular,1
22700,0.3,Good,J,SI1,64.0,55.0,439,4.28,4.25,2.73,2,1,3,21,3.6247424922521123,regular,1
22701,0.9,Premium,E,SI1,63.0,59.0,4334,6.13,6.1,3.85,4,6,3,42,3.7509624865547098,regular,1
22702,1.32,Premium,I,VS1,62.4,58.0,4719,7.01,6.96,4.36,4,2,5,38,3.7231577251461165,regular,1
22703,0.25,Ideal,G,VVS2,62.1,57.0,525,4.01,4.07,2.5,5,4,6,51,3.676312903245572,regular,1
22704,1.17,Good,J,SI1,63.9,55.0,4054,6.66,6.73,4.28,2,1,3,21,3.659350842420095,regular,1
22705,1.53,Ideal,H,SI1,59.8,59.0,10063,7.48,7.54,4.49,5,3,3,36,3.625128423531004,regular,1
22706,0.41,Very Good,G,VVS1,60.3,60.0,1151,4.74,4.78,2.87,3,4,7,49,3.783092602540725,regular,1
22707,0.39,Ideal,F,VVS1,61.4,54.0,1129,4.7,4.73,2.9,5,5,7,58,3.629600790446394,regular,1
22708,0.3,Ideal,F,VS2,60.7,56.0,776,4.34,4.32,2.63,5,5,4,46,3.6504237411878773,regular,1
22709,0.52,Premium,E,VS1,61.7,58.0,1819,5.17,5.11,3.17,4,6,5,50,3.7254941739659384,regular,1
22710,0.38,Good,I,SI1,63.7,57.0,659,4.63,4.57,2.93,2,2,3,24,3.6776469537316365,regular,1
22711,0.91,Good,D,SI2,64.7,57.0,3763,6.02,6.04,3.9,2,7,2,35,3.8503003234252278,regular,1
22712,2.01,Very Good,D,SI2,61.8,59.0,17079,8.07,8.15,5.01,3,7,2,38,3.6599776932553576,good,2
22713,0.31,Ideal,E,VS2,61.6,56.0,680,4.37,4.4,2.7,5,6,4,49,3.5827381365138797,regular,1
22714,1.01,Ideal,G,VVS2,62.2,56.0,8034,6.41,6.46,4.0,5,4,6,51,3.658660278299677,good,2
22715,0.59,Ideal,H,VVS2,61.8,56.0,1834,5.37,5.41,3.33,5,3,6,48,3.659211209888106,regular,1
22716,1.03,Ideal,F,SI1,62.6,57.0,5366,6.42,6.46,4.03,5,5,3,42,3.6975655587348237,good,2
22717,1.29,Very Good,D,VVS1,60.8,55.0,17932,7.03,7.12,4.3,3,7,7,58,3.596144932632218,regular,1
22718,0.45,Good,F,VS1,60.1,61.8,1262,4.96,4.98,2.99,2,5,5,41,3.6557926603381916,regular,1
22719,0.53,Very Good,F,VS2,60.6,55.0,1631,5.23,5.26,3.18,3,5,4,40,3.6350682302306816,regular,1
22720,0.71,Very Good,E,SI1,61.3,59.0,2735,5.69,5.73,3.5,3,6,3,39,3.733143346132055,regular,1
22721,1.01,Good,F,VS1,61.8,57.0,6626,6.34,6.44,3.95,2,5,5,41,3.757512234236616,good,2
22722,1.29,Ideal,D,VS1,62.4,55.0,13485,6.93,6.99,4.34,5,7,5,56,3.681635769608713,regular,1
22723,0.33,Premium,G,VS2,61.1,59.0,743,4.47,4.43,2.72,4,4,4,40,3.6760807008882304,regular,1
22724,1.14,Ideal,G,VS2,61.5,57.0,7042,6.68,6.72,4.12,5,4,4,43,3.6983937810924616,regular,1
22725,0.32,Ideal,F,VS2,61.6,55.0,828,4.43,4.4,2.72,5,5,4,46,3.6213952028584875,regular,1
22726,0.9,Fair,G,SI2,55.9,62.0,3104,6.35,6.42,3.57,1,4,2,23,3.71036633065177,regular,1
22727,1.26,Very Good,G,SI1,63.2,61.0,7000,6.87,6.81,4.32,3,4,3,33,3.7405391078707346,regular,1
22728,0.49,Very Good,G,IF,59.7,56.0,1865,5.16,5.19,3.09,3,4,8,53,3.552808437064463,regular,1
22729,0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,5,6,7,61,3.686480688089743,regular,1
22730,1.01,Good,G,SI2,61.1,62.0,3948,6.38,6.48,3.93,2,4,2,26,3.7297900770744503,good,2
22731,0.31,Good,H,VS2,63.8,56.0,470,4.33,4.29,2.75,2,3,4,31,3.6411205842236702,regular,1
22732,0.3,Good,F,VS2,63.1,55.0,484,4.24,4.29,2.69,2,5,4,37,3.6787229043664476,regular,1
22733,0.5,Good,E,SI1,65.5,56.0,1136,4.9,4.99,3.24,2,6,3,36,3.7868632200152375,regular,1
22734,1.02,Premium,G,VS2,62.7,58.0,5407,6.44,6.36,4.01,4,4,4,40,3.726182025307059,good,2
22735,1.12,Very Good,H,SI2,62.5,58.0,4373,6.58,6.63,4.13,3,3,2,26,3.7297506591751524,regular,1
22736,1.01,Fair,D,SI1,66.0,57.0,5385,6.29,6.22,4.13,1,7,3,36,3.750434131317206,good,2
22737,0.73,Fair,I,I1,70.8,55.0,1049,5.51,5.34,3.84,1,2,1,13,3.876591420434077,regular,1
22738,0.56,Ideal,G,IF,62.0,56.0,2442,5.3,5.32,3.29,5,4,8,59,3.6220619795172397,regular,1
22739,2.02,Premium,E,SI2,59.8,58.0,17825,8.2,8.16,4.89,4,6,2,38,3.704160101868071,good,2
22740,1.01,Premium,D,VS1,61.6,58.0,8823,6.44,6.42,3.96,4,7,5,53,3.701319223464693,good,2
22741,0.44,Very Good,E,VVS2,60.7,57.0,1274,4.9,4.92,2.98,3,6,6,51,3.674738842991772,regular,1
22742,0.9,Premium,H,SI1,62.0,55.0,3377,6.21,6.17,3.84,4,3,3,33,3.6701665374768053,regular,1
22743,0.42,Ideal,H,VVS2,62.4,56.0,984,4.8,4.78,2.99,5,3,6,48,3.6733323071325623,regular,1
22744,1.5,Ideal,F,SI1,61.8,56.0,12389,7.27,7.34,4.52,5,5,3,42,3.731415436656703,regular,1
22745,0.57,Ideal,H,SI1,61.8,54.0,1292,5.35,5.37,3.31,5,3,3,36,3.596417022220336,regular,1
22746,0.72,Premium,E,VS2,62.5,59.0,3024,5.73,5.7,3.57,4,6,4,46,3.70498157929471,regular,1
22747,1.17,Ideal,G,VS1,59.4,57.0,7155,6.93,6.87,4.1,5,4,5,47,3.596361035917964,regular,1
22748,0.42,Ideal,H,IF,61.9,56.0,1273,4.81,4.79,2.97,5,3,8,56,3.6826759164963763,regular,1
22749,0.8,Premium,H,SI1,61.5,58.0,2760,5.97,5.93,3.66,4,3,3,33,3.704513036899127,regular,1
22750,1.02,Ideal,G,SI1,62.8,57.0,5055,6.38,6.35,4.0,5,4,3,39,3.7765655468615016,good,2
22751,0.55,Very Good,F,SI1,63.1,56.0,1368,5.22,5.24,3.3,3,5,3,36,3.6559328478254525,regular,1
22752,0.26,Ideal,H,VS1,62.2,55.0,482,4.12,4.14,2.57,5,3,5,44,3.5587208095925598,regular,1
22753,1.07,Premium,H,SI2,61.2,60.0,4494,6.57,6.53,4.01,4,3,2,29,3.731746246068174,regular,1
22754,0.93,Very Good,G,SI1,62.3,58.0,4144,6.2,6.29,3.9,3,4,3,33,3.668827198238963,regular,1
22755,1.06,Good,I,VS1,58.8,62.0,4887,6.65,6.72,3.93,2,2,5,32,3.6213762322928367,regular,1
22756,0.66,Ideal,D,VS1,62.1,56.0,2851,5.54,5.57,3.45,5,7,5,56,3.719727546865044,regular,1
22757,0.32,Ideal,H,SI1,61.2,56.0,430,4.43,4.46,2.72,5,3,3,36,3.5726768817437997,regular,1
22758,0.54,Good,E,VS2,63.1,58.0,1637,5.13,5.21,3.26,2,6,4,40,3.7185388373492527,regular,1
22759,1.06,Ideal,G,VVS2,60.1,57.0,8626,6.61,6.66,3.99,5,4,6,51,3.620833304725334,regular,1
22760,0.31,Good,H,VS2,63.1,57.0,489,4.27,4.32,2.71,2,3,4,31,3.720763202948189,regular,1
22761,1.08,Premium,D,SI1,62.6,56.0,5758,6.62,6.57,4.13,4,7,3,45,3.607460589244617,regular,1
22762,0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,4,5,3,39,3.668773357857045,regular,1
22763,1.01,Good,G,VS1,63.8,56.0,6283,6.27,6.34,4.02,2,4,5,38,3.792187238231136,good,2
